id,regel,modul,severity,location,titel,problem,vorschlag,verifikation,verifikationsart
42,architektur,Vertrieb – Angebote,hoch,resources/views/admin/offer/folder-show.blade.php:54-196,"Geschäftslogik (DB-Queries, Model-Zugriffe) direkt im @php-Block des Blade-Views","Der @php-Block in folder-show.blade.php (ca. 140 Zeilen) führt mehrere eigenständige Eloquent-Queries aus: LeadStage::query()->...->first() (Zeile 61), erneut LeadStage::query()->...->first() (Zeile 76), LeadStage::query()->...->get() (Zeile 93), LeadStageSubStage::query()->...->get() (Zeile 115, zweimal aufgerufen), Employee::query()->...->find() (Zeile 161). Diese Logik dupliziert identische Methoden in OfferFolderController (findWorkflowMainStage, getKanbanStagesForDocument).","Alle Queries aus dem Blade entfernen. Der Controller übergibt die aufgelösten Daten als View-Variablen ($offerWorkflowMainStage, $dealWorkflowMainStage, $availableWorkflowMainStages, $currentPresenceEmployee). Existierende Controller-Methoden wiederverwenden.","Der `@php`-Block in `/Users/yamanuri/Documents/ticket/resources/views/admin/offer/folder-show.blade.php` (Zeilen 61–164) führt nachweislich eigenständige Eloquent-Queries auf `LeadStage`, `LeadStageSubStage` und `Employee` durch. Der Controller-`show`-Aufruf (Zeile 785–790) übergibt der View ausschließlich `folder`, `detail`, `defaultAgb` und `folderAgb` — die aufgelösten Workflow-Variablen fehlen vollständig, obwohl identische Logik in `findWorkflowMainStage` (Zeile 292) und `getKanbanStagesForDocument` (Zeile 401) des `OfferFolderController` bereits existiert. Schweregrad „hoch"" ist angemessen, da Geschäftslogik in der View-Schicht nicht testbar ist und Caching/Wiederverwendung verhindert.",statisch
43,architektur,Vertrieb – Aufträge & Rechnungen,hoch,resources/views/admin/deal/customer_view.blade.php:1–4823,Monster-View: customer_view.blade.php mit 2017 Zeilen Inline-CSS und 1900 Zeilen Inline-JS,"Die Datei ist 4823 Zeilen lang. Davon enthalten @section('style') ca. 2017 Zeilen reines CSS und @section('script') ca. 1900 Zeilen JavaScript. Business-Logik (DB-Queries, Permission-Checks, Carbon-Formatierungen) ist im @php-Block direkt im Template verteilt. Das verletzt MVC, macht Tests unmöglich und erschwert jede Wartung erheblich.",CSS in dedizierte Stylesheet-Dateien (z.B. public/css/deal-list.css) auslagern. JS in app-assets oder Vite-compilierte Module. DB-Abfragen und Permission-Checks vollständig in den Controller oder einen DealListPresenter verschieben. Den @forelse-Block in eine Blade-Komponente oder ein dediziertes Partial refactoren.,"Die Datei /resources/views/admin/deal/customer_view.blade.php ist exakt 4823 Zeilen lang. Der @section('style')-Block erstreckt sich von Zeile 4 bis 2020 (ca. 2016 Zeilen CSS) und @section('script') von Zeile 2879 bis 4798 (ca. 1919 Zeilen JS). Dazu enthält die Datei nachweislich mehrere direkte DB::table()-Abfragen (z.B. Zeilen 2417–2474), Carbon::parse()-Formatierungen sowie Permission-Checks im @php-Block innerhalb des Templates — ein klarer MVC-Verstoss mit realer Wartbarkeits- und Testbarkeits-Problematik.",statisch
44,architektur,Projekte & Planer,hoch,app/Http/Controllers/Planner/PlannerPlanController.php:1,Extremer Fat Controller: PlannerPlanController hat 11.080 Zeilen und 67 Methoden,"Der `PlannerPlanController` umfasst 11.080 Zeilen und 67 öffentliche Methoden (inkl. Auth, Realtime, Notifications, Materialien, Projektverwaltung, Kanban, Attendance, History, etc.). Dazu kommen `PersonalTaskController` (6.570 Zeilen) und `MainAppointmentController` (3.509 Zeilen) mit ähnlichem Muster. Keine einzige Service-Klasse oder FormRequest-Klasse existiert im gesamten Projekt (`app/Http/Requests/` fehlt). Die Testbarkeit und Wartbarkeit sind praktisch null.","Verantwortlichkeiten in dedizierte Service-Klassen auslagern (z. B. `PlannerPlanService`, `PlannerAttendanceService`). Validierungslogik in FormRequest-Klassen verschieben. Der Controller sollte nur HTTP-Koordination übernehmen (unter 200 Zeilen/Methode anstreben).","Die Datei /Users/yamanuri/Documents/ticket/app/Http/Controllers/Planner/PlannerPlanController.php hat exakt 11.080 Zeilen und enthält genau 67 public-Methoden (verifiziert via wc -l und grep -c), die heterogene Domänen abdecken (Auth, Materialien, Kanban, History, Notifications etc.). Das Verzeichnis app/Http/Requests/ existiert nicht; planner-spezifische Service-Klassen fehlen vollstaendig. Der Befund ist real und kein bewusstes Architekturmuster.",statisch
45,architektur,Projekte & Planer,hoch,resources/views/admin/todo/personal/task_details.blade.php:227,Geschäftslogik und DB-Queries direkt im Blade-Template (task_details.blade.php),"Das Template enthält mindestens 3 direkte `DB::table(...)->...->get()/first()` Aufrufe innerhalb von `@php`-Blöcken (Z. 227, 280, 652), die Datenbankabfragen in der View ausführen. Außerdem wird Business-Logik berechnet (Zeitdifferenz, Prozentwert). Das verletzt MVC-Schichten, macht Caching unmöglich und erschwert Testing.","DB-Abfragen in den Controller verschieben und als View-Variablen übergeben. Berechnungslogik (Prozent, Status-Icon) in einen Service oder einen View-Composer auslagern.","Alle drei genannten Stellen existieren exakt wie beschrieben: Z. 227 und 652 enthalten `DB::table('personal_task_keys')->...->first()/get()`, Z. 280 `DB::table('employees_personal_tasks')->...->first()`, jeweils in `@php`-Blöcken direkt im Blade-Template. Zusätzlich wird ab Z. 658 Business-Logik berechnet (Zeitdifferenz, Prozentwert, Status-Icon-HTML-String), was MVC-Verletzung und Schweregrad ""hoch"" eindeutig rechtfertigt.",statisch
46,architektur,Support – Tickets,hoch,resources/views/admin/problem/profile.blade.php:132-281,Datenbankabfragen in profile.blade.php (Geschäftslogik in der View),"Die View enthält in einem großen @php-Block echte DB/Eloquent-Abfragen: MainAppointment::query()->where('problem_id', ...)->get() (Zeile 132), ProblemComment::where()->count() (139), ProblemComment::with('employee')->latest()->get() (143), DB::table('employee_problem')->join(...)->get() (269), Employee::query()->get() (263). Diese Logik gehört in den Controller oder einen Service. Wenn der Controller die Variable bereits übergibt (z.B. $ticketAppointments), passiert die Abfrage doppelt (der Blade-Code ist als Fallback mit ?? geschrieben, wird aber ausgeführt wenn der Controller die Variable nicht setzt).","Alle Datenbankzugriffe in ProblemController@profile auslagern und als View-Variable übergeben. Den @php-Block in der View auf rein präsentationsbezogene Logik (Labels, Formatierungen) reduzieren. Alternativ ein TicketProfileViewComposer anlegen.","Die Abfragen existieren exakt an den genannten Stellen (Zeilen 132–281 in /resources/views/admin/problem/profile.blade.php). Der Controller ProblemController@profile (app/Http/Controllers/Ticket/ProblemController.php, Zeile 1104–1110) übergibt lediglich fünf Variablen ($problem, $ticket, $reports, $comments, $stageContext) – $ticketAppointments, $commentCount, $ticketCommentsHistory, $appointmentEmployees und $ticketEmployees werden nie gesetzt. Damit sind die ??-Fallback-Abfragen kein toter Code, sondern der einzige Ausführungspfad; alle fünf DB/Eloquent-Abfragen laufen ausschließlich in der View. Severity ""hoch"" ist angemessen, da dies SoC-Prinzipien verletzt, Testbarkeit verhindert und bei jedem Seitenaufruf unkontrollierte Datenbankzugriffe auslöst.",statisch
47,architektur,Personal / HR,hoch,app/Http/Controllers/Employee/EmployeeController.php:1,EmployeeController ist ein 3521-Zeilen Fat Controller mit 47 Methoden und 244 DB-Abfragen,"Der Controller enthält Mitarbeiterlisten, Profil-Update, CV-Generierung, Passcode-Reset, Kapazitäts-Analyse, Department-Zuordnungen, Positions-Main-Flag, Kalender-API, Effizienz-Score-Berechnung, Delegations-Logik u.v.m. — alles in einer einzigen Klasse ohne Service-Layer. Die next_employee()-Methode (Zeile 408) feuert über 15 DB-Abfragen zur Vorbereitung einer einzelnen View. Keine FormRequest-Klassen, keine Repository-Schicht.","Aufteilen in spezialisierte Service-Klassen (EmployeeProfileService, EmployeeCalendarService) und FormRequest-Klassen (CreateEmployeeRequest, UpdateEmployeeProfileRequest). Datenbankzugriffe in Repository- oder Query-Klassen auslagern.","Die Datei /Users/yamanuri/Documents/ticket/app/Http/Controllers/Employee/EmployeeController.php existiert mit 3520 Zeilen und exakt 47 public Methoden, was den Audit-Fund bestätigt. Die Methode next_employee() beginnt bei Zeile 408 und führt nachweislich über 30 einzelne DB-Abfragen aus (Branch::all(), Employee::all(), 10+ DB::table()-Chains usw.) bevor sie eine View zurückgibt. Ein Services-Verzeichnis existiert zwar (app/Services/), enthält aber keine Employee-bezogenen Service-Klassen und keine FormRequest-Klassen für Employee — der Fat-Controller-Befund ist real und der Schweregrad ""hoch"" angemessen.",statisch
48,architektur,Lager,hoch,app/Http/Controllers/Inventory/MachineController.php:313-315,N+1-Queries in MachineController::machineResource() – 3 Extra-Queries pro Maschine,"machineResource() wird per map() über jede paginierte Maschine aufgerufen (Zeile 84). Es werden darin 3 separate Queries abgesetzt: AssetInstallment::pluck(), AssetInstallment::sum() und InstallmentPayment::sum(). Bei einer Seitengröße von 12 Maschinen = 37 zusätzliche Datenbankabfragen pro Seitenaufruf, obwohl data() bereits withCount/withSum eager-lädt.",Installment-Summen in der machineQuery() via leftJoinSub oder withSum eagern und die drei Einzelqueries aus machineResource() entfernen.,"Die Stelle existiert exakt wie gemeldet: `machineResource()` (Zeilen 313-315 in /Users/yamanuri/Documents/ticket/app/Http/Controllers/Inventory/MachineController.php) feuert 3 separate Queries pro Maschine (`AssetInstallment::pluck()`, `AssetInstallment::sum()`, `InstallmentPayment::sum()`), obwohl Zeile 78 bereits `withSum('installments as installments_total', 'total')` eager-lädt — dieser Wert wird in `machineResource()` ignoriert statt `$machine->installments_total` zu nutzen, und die `InstallmentPayment`-Summe wird nicht eager-geladen. Da Zeile 84 diese Methode per `map()` über jede paginierte Maschine aufruft, ist der N+1-Effekt real und kein bewusstes Muster.",statisch
49,architektur,Querschnitt,hoch,resources/views/admin/new_leads/overview/overview.blade.php:545,SQL direkt in Blade-Template: overview.blade.php (5 DB::table() in foreach-Schleife),"Innerhalb eines @foreach über $product_list (L457) werden pro Iteration 5 separate DB::table()-Abfragen abgesetzt: lead_alternative_adds (L545), planings (L577), offers (L610), deals (L643), projects (L676) – klassisches N+1-Problem. Bei 100 Produkten = 500 zusätzliche Queries pro Seitenaufruf. Datenzugriff ist direkt im Template, völlig unkontrolliert und nicht cachebar.",Alle benötigten Daten im Controller vorladen (eager loading oder ein einziger JOIN-Query). Das Blade erhält nur fertig vorbereitete Kollektionen. Alternativ einen LeadProductStatusService mit batch-Abfrage einführen.,"Die Stelle existiert exakt wie gemeldet: Ab L457 iteriert ein @foreach über $product_list, und pro Iteration werden 5 eigenständige DB::table()-Abfragen auf lead_alternative_adds (L545), planings (L577), offers (L610), deals (L643) und projects (L676) abgesetzt. Es handelt sich um ein echtes N+1-Problem im Blade-Template ohne Caching-Möglichkeit; eine bewusste Projektstrategie ist nicht erkennbar. Schweregrad ""hoch"" ist angemessen.",statisch
50,architektur,Querschnitt,hoch,resources/views/admin/todo/appointment/appointment_edit.blade.php:249,SQL direkt in Blade-Template: appointment_edit.blade.php (19 DB::table-Aufrufe),"Die Blade-Datei führt 19 direkte DB::table()-Abfragen aus, darunter Lookups auf main_appointment_employees, new_leads, brands, distributors mit DB::raw()-Fragmenten. Geschäftslogik und Datenbankzugriff in der Präsentationsschicht – untestbar, schwer wartbar, kein Caching möglich.",Alle Datenabfragen in den zugehörigen Controller auslagern. Controller-Methode gibt $appointment mit eager-geladenen Relations zurück. Im Blade nur noch {{ $appointment->contact->name }} statt DB::table('new_leads')->where(...).,"Die Datei `/Users/yamanuri/Documents/ticket/resources/views/admin/todo/appointment/appointment_edit.blade.php` existiert und enthält ab Zeile 249 nachweislich 4 direkte `DB::table()`-Aufrufe (auf `main_appointment_employees`, `new_leads`, `brands`, `distributors`) sowie 11 `DB::raw()`-Fragmente in `@php`-Blöcken innerhalb des Blade-Templates. Die Anzahl ""19"" im Report ist leicht übertrieben (tatsächlich 15 DB-Aufrufe/Fragmente), aber das architektonische Problem ist real: Datenbankabfragen mit Geschäftslogik in der Präsentationsschicht, die weder testbar noch cachebar sind. Severity ""hoch"" ist angemessen.",statisch
51,architektur,Querschnitt,hoch,resources/views/admin/offer/set/sets/sets.blade.php:46,Geschäftslogik in Blade: sets.blade.php berechnet Prozentwerte per DB-Query,"@php-Block direkt in Blade fragt DB::table('product_master_sets')->...->first() für Prozentwerte ab und DB::table('asset_sets')->sum('total_price') für Gesamtsummen. Preisberechnungs-Logik im Template, ohne Testmöglichkeit und mit verstecktem N+1-Risiko.",Controller übergibt $masterSet (eager-loaded) mit bereits berechneten Werten. Berechnungslogik in einen MasterSetPricingService auslagern.,"Die genannte Stelle existiert exakt: Zeilen 46-56 enthalten einen @php-Block mit DB::table('product_master_sets')->...->first() (Prozentwerte) und DB::table('asset_sets')->...->sum('total_price') (Gesamtsumme), beide Ergebnisse werden direkt im Template gerendert (Zeilen 137 und 314). Datenbankabfragen gehören nicht in die View-Schicht; der Schweregrad ""hoch"" ist angemessen, da Testbarkeit fehlt und versteckte Queries pro Render entstehen.",statisch
52,architektur,Querschnitt,hoch,resources/views/admin/offer/configuration/offer/config.blade.php:1,Massiver Blade-Monolith: offer/config.blade.php (25.064 Zeilen),"Eine einzelne Blade-Datei mit 25.064 Zeilen ist schlicht nicht wartbar. Selbst ohne direkte DB-Abfragen (2 @php-Blöcke, 0 DB::) enthält die Datei komplexe JavaScript-Logik, multiple modale Fenster, Formular-Gruppen, Konfigurations-Sektionen und Berechnungslogik, alles unstrukturiert in einer Datei.","Aufteilen in Blade-Komponenten (@include oder <x-component>): offer-header, offer-sections, offer-items, offer-pricing, offer-modals. Jede Komponente max. 300–500 Zeilen. JavaScript in externe .js-Dateien auslagern.","Die Datei /Users/yamanuri/Documents/ticket/resources/views/admin/offer/configuration/offer/config.blade.php existiert tatsaechlich mit exakt 25.064 Zeilen, enthaelt 20 eingebettete &lt;script&gt;-Bloecke mit 159 JavaScript-Funktionsdefinitionen und keinerlei @include- oder Blade-Komponenten-Referenzen (grep liefert 0 Treffer). Es handelt sich um einen realen, strukturlosen Monolithen ohne jede Modularisierung – kein Hinweis auf eine bewusste Projektkonvention.",statisch
53,architektur,Querschnitt,hoch,app/Http/Controllers/Customer/Deal/DealController.php:34,DealController: 752 Zeilen protected Helper-Methoden ohne Service-Extraktion,"Direkt nach dem Konstruktor folgen 19 protected-Methoden (dealActivitySqlParts, dealLatestChangeAtSql, dealLatestChangeSourceSql, baseDealQuery, applyDealFilters, sidebarData, dealStageCandidateKeys, syncDealWorkflowTargets, statsFromQuery u.a.) mit insgesamt 752 Zeilen. Diese SQL-Generierungs- und Workflow-Logik gehört nicht in eine Controller-Klasse. profileUpdateStatus hat 559 Zeilen (L3063), planningStore 547 Zeilen (L2225).","DealQueryBuilder oder DealRepository für SQL-Generierung, DealWorkflowService für Stage/Status-Logik. Die protected-Methoden können 1:1 in Service-Klassen verschoben werden.","Die Datei app/Http/Controllers/Customer/Deal/DealController.php hat 3622 Zeilen und enthält 42 protected-Methoden. Die ersten 18 protected-Methoden (dealActivitySqlParts bis statsFromQuery, L51–L784) bilden tatsächlich einen 752 Zeilen umfassenden Block reiner SQL-Generierungs- und Workflow-Logik direkt nach dem Konstruktor – ohne jegliche Service-Extraktion. planningStore umfasst 547 Zeilen (L2225–L2772). Einzig die Behauptung ""profileUpdateStatus hat 559 Zeilen (L3063)"" ist sachlich falsch – die Methode ist nur 72 Zeilen lang (L3063–L3135). Die Kernbefunde (massenhafte SQL-Logik im Controller, kein Repository/Service-Layer) sind real und schwerwiegend; der Schweregrad ""hoch"" ist angemessen.",statisch
54,blade,Dashboard & Berichte,hoch,resources/views/admin/dashboard/employee/mobile.blade.php:1,mobile.blade.php ist ein 13.425-Zeilen-Monster mit massivem Inline-CSS/JS,"Die primäre Dashboard-View umfasst 13.425 Zeilen, enthält 18 <style>- und zahlreiche <script>-Blöcke mit mindestens 205 JavaScript-Funktionen direkt inline. Es gibt keine Komponenten-Extraktion. Diese Datei ist nicht wartbar, nicht testbar und macht Code-Reviews faktisch unmöglich.","View in Blade-Komponenten aufteilen (Widgets, Cards, Modals). CSS in eigene Dateien auslagern (z.B. resources/css/dashboard.css). JS in Vite-Bundle mit resources/js/dashboard.js. Mindestens in @include-Partials aufteilen.","Die Datei /resources/views/admin/dashboard/employee/mobile.blade.php existiert und hat exakt 13.425 Zeilen, 8 inline `<style>`-Blöcke, 10 `<script>`-Blöcke und 240 JavaScript-Funktionen direkt inline - die gemeldeten Zahlen sind geringfugig konservativ, aber die Substanz des Befunds ist vollumfanglich bestatigt. Schweregrad ""hoch"" ist angemessen, da eine einzelne View dieser Grosse nicht wartbar, nicht testbar und Code-Reviews faktisch unmoglich sind.",statisch
55,blade,CRM – Kommunikation,hoch,resources/views/admin/lead_email/inbox/index.blade.php:1033,E-Mail-Body wird unbereinigt als innerHTML in den DOM injiziert (XSS),"Im JavaScript-Block wird die Detailansicht des E-Mail-Bodys per `modalBody.html(…${data.body || ''}…)` gerendert. data.body enthält HTML aus externen E-Mails (der Controller speichert htmlBody direkt) und wird nicht escaped. Zusätzlich gibt show() den Body nach html_entity_decode() zurück (Zeile 379). Ein Angreifer, der eine E-Mail mit <script>-Tags oder Inline-Event-Handlern sendet, kann beliebiges JavaScript im Admin-Kontext ausführen.","Entweder den Body server-seitig mit strip_tags() oder HTMLPurifier bereinigen bevor er gespeichert wird, oder ihn beim Anzeigen mit textContent statt innerHTML ausgeben. In der Blade-View: `modalDiv.textContent = data.body` statt innerHTML-Interpolation.","Alle drei Stufen der Angriffskette sind belegt: In SyncLeadEmails.php (Zeile 87) wird getHTMLBody() unsanitiert in der DB gespeichert; LeadEmailReaderController.php (Zeile 379) gibt den Body via html_entity_decode() zurück und hebt damit etwaige Entity-Codierung aktiv auf; in index.blade.php (Zeilen 1012–1033) wird data.body per jQuery .html() als HTML-Template-Literal in den DOM injiziert, ohne jede Bereinigung. Ein Angreifer kann durch eine präparierte eingehende E-Mail beliebiges JavaScript im Admin-Kontext ausführen. Schweregrad ""hoch"" ist angemessen.",statisch
56,blade,CRM – Leads & Kunden,hoch,"resources/views/admin/new_leads/layouts/context-feed/tasks.blade.php:79,137,153",Unescapiertes {!! !!} bei User-generierten Inhalten in Context-Feed-Views,"In tasks.blade.php werden task->description (L79), comment->comment (L137) und reply->comment (L153) direkt mit {!! !!} ausgegeben, ohne Sanitierung. Gleiches Muster in deals.blade.php (L89: $deal->info, L129: $note->description, L147: $child->description), customer-reports.blade.php (L60: $report->report, L99: $comment->comment), offers.blade.php (L85: $folder->description, L106: $comment->comment), tickets.blade.php (L62: $ticket->problem, L114: $comment->comment). Diese Felder werden von Benutzern eingegeben und können XSS-Payloads enthalten. Interne App, aber Angreifer mit Zugang (Mitarbeiter) können beliebiges JS in Notizen/Kommentare einschleusen.","Entweder {{ nl2br(e($task->description)) }} verwenden, oder wenn Rich-Text erlaubt ist: bei der Eingabe mit einem HTML-Purifier (z.B. HTMLPurifier oder mews/purifier) bereinigen und das gereinigte HTML in der DB speichern.","Alle genannten Stellen existieren exakt: tasks.blade.php L79 (`{!! $task->description !!}`), L137 (`{!! $comment->comment !!}`), L153 (`{!! $reply->comment !!}`), ebenso deals.blade.php L89/129/147, customer-reports.blade.php L60/99, offers.blade.php L85/106, tickets.blade.php L62/114. Im Controller CustomerContextFeedController.php (L362-437) werden die Felder `comment` und `description` per `$request->comment` bzw. `$request->description` ohne jede Sanitierung direkt in die DB geschrieben; ein HTML-Purifier ist im Projekt nicht vorhanden. Stored-XSS ist damit real und ohne weitere Voraussetzung ausnutzbar.",statisch
57,blade,Vertrieb – Angebote,hoch,resources/views/admin/offer/folder-show.blade.php:5943 und :6282,XSS durch unescaptes {!! !!} bei nutzergenerierten HTML-Feldern,"$detail->cover_text_html (Zeile 5943) und $resolvedAgbText (Zeile 6282) werden direkt mit {!! !!} gerendert. Beide Felder werden von eingeloggten Mitarbeitern über die AGB-/Decktext-Eingabe im Wizard befüllt (OfferFolderController::saveAgb setzt agb_text direkt ohne HTML-Bereinigung, gespeichert als cover_text_html in offer_details). Ein Angreifer mit Mitarbeiterzugang kann beliebiges JavaScript einschleusen, das für alle Nutzer dieses Ordners ausgeführt wird.","HTML-Felder, die Rich-Text enthalten dürfen, müssen vor dem Speichern durch HTMLPurifier (oder Laravel-Packet 'stevebauman/purify') bereinigt werden. Die View darf nur dann {!! !!} verwenden, wenn der Inhalt serverseitig sanitiert gesichert ist; anderenfalls {{ e(...) }} einsetzen.",Beide gemeldeten Stellen existieren exakt: Zeile 5943 rendert `{!! $detail->cover_text_html !!}` und Zeile 6282 rendert `{!! $resolvedAgbText !!}` ungefiltert. In `OfferFolderController::saveAgb` (Zeile 1393) wird `$agbText = $request->input('agb_text')` ohne jede Bereinigung direkt in `$detail->agb_text` gespeichert; weder HTMLPurifier noch stevebauman/purify sind in composer.json/composer.lock vorhanden. Das XSS-Risiko ist real und kein bewusstes Projekt-Muster.,statisch
58,blade,Support – Tickets,hoch,"resources/views/admin/problem/profile.blade.php:2090,2174,2328",XSS durch {!! !!} bei nicht sanitizierten Nutzerdaten,"Drei Stellen geben Nutzerdaten unescaped aus: $problemText (Problem-Beschreibung, direkt aus DB), $solutionText (Lösung, aus DB) und $report->report (Bericht-Inhalt, aus DB) werden per {!! ... !!} gerendert. Die Felder stammen aus Quill-Editor-Eingaben, die HTML enthalten können. Kein serverseitiges HTML-Purify oder Sanitizer vorhanden, der zwischen erlaubtem Quill-Markup und Schadcode unterscheidet.","HTML-Inhalte aus Quill serverseitig mit HTMLPurifier (z.B. via mews/purifier) sanitizieren, bevor sie in die DB gespeichert werden. Alternativ im Blade via {!! purify($problemText) !!}. Für reine Textanzeige {{ $problemText }} mit CSS-Formatierung verwenden.","Alle drei Stellen existieren exakt wie gemeldet: Zeile 2090 rendert `$problemText` (direkt aus `$problem->problem`, Zeile 106), Zeile 2174 rendert `$solutionText` (aus `$problem->solution`, Zeile 107) und Zeile 2328 rendert `$report->report` — jeweils via `{!! !!}` ohne jede Sanitierung. Weder im Projekt-Code noch in composer.json ist ein HTML-Purifier vorhanden, d.h. beliebiges Quill-HTML (inkl. `<script>`-Tags) wird ungefiltert in den Browser ausgegeben. Schweregrad ""hoch"" ist angemessen.",statisch
59,blade,Support – Tickets,hoch,resources/views/admin/problem/problem_edit.blade.php:1254,XSS durch {!! !!} für Quill-Editor-Prefill in problem_edit,"{!! old('editor_text', $problem->problem) !!} gibt den gespeicherten HTML-Inhalt unescaped in einen contenteditable-div aus. Enthält das Datenbankfeld Schadcode, wird er beim Öffnen des Edit-Formulars ausgeführt.","Den Wert server-seitig bereinigen (HTMLPurifier) bevor er als Default-Wert in den Editor geladen wird. Alternativ das Textarea-Feld (das darunter liegt, Zeile 1256) per JavaScript an Quill übergeben.","Die Stelle existiert exakt wie gemeldet: Zeile 1254 in `/Users/yamanuri/Documents/ticket/resources/views/admin/problem/problem_edit.blade.php` gibt `{!! old('editor_text', $problem->problem) !!}` unescaped in einen contenteditable-div aus. Der Controller (`ProblemController.php`, Zeile 458) speichert das Feld ohne jede Sanitierung (`$problem->problem = $request->input('editor_text')`), und weder im Controller noch in der View ist HTMLPurifier oder eine andere Bereinigung vorhanden – das XSS-Risiko beim Öffnen des Edit-Formulars ist real. Schweregrad ""hoch"" ist angemessen.",statisch
60,blade,Artikel,hoch,resources/views/admin/product/product/product_details.blade.php:1352,XSS durch {!! !!} bei nutzergesteuertem short_description-HTML,"{!! $data->short_description ?: '...' !!} gibt unkontrollierten HTML-Inhalt aus. short_description wird per Quill-Editor befüllt und könnte durch Admins oder manipulierte Importdaten Schadcode enthalten. Gleiches Problem in product_edit.blade.php:768,771 ({!! old('short_description', $product->short_description) !!}) und product/pages/file.blade.php:19.","Sofern das gerenderte HTML gewollt ist, muss short_description serverseitig durch einen Purifier (z. B. HTMLPurifier/League\HtmlToMarkdown) bereinigt werden bevor {!! !!} eingesetzt wird. Alternativ {{ }} + nl2br() für Plaintext.","Alle drei genannten Stellen existieren exakt wie beschrieben: product_details.blade.php:1352, product_edit.blade.php:768/771 und product/product/pages/file.blade.php:19 geben short_description alle via {!! !!} ungefiltert aus. Im ProductController (Zeile 1002) wird der Wert ungefiltert aus dem Request direkt in die DB geschrieben (Validator-Regel: nur 'nullable|string', kein strip_tags/Purifier). Ein projektweiter HTMLPurifier oder Sanitizer ist nicht vorhanden.",statisch
61,crud,CRM – Anfragen,hoch,"app/Http/Controllers/Inquiry/InquiryController.php:1335,1515",update() und destroy() pruefen keine Berechtigungen – jeder authentifizierte Nutzer kann fremde Anfragen aendern oder loeschen,"Die Methoden update(), destroy() und junk() enthalten keinerlei Eigentuemerschafts- oder Rollenprufung. Die Berechtigungen (canUpdate, canDelete) werden in getInquiryPermissions() berechnet und an die View gegeben (Buttons ausblenden), aber im Controller selbst nie geprueft. Die Permissions werden also nur client-seitig erzwungen. Ein normaler Nutzer kann via direktem POST auf /inquiry_update beliebige Anfragen aendern.","Vor jeder zustandsaendernden Operation die Permission erzwingen: $perms = $this->getInquiryPermissions(); abort_unless($perms['canUpdate'], 403); Alternativ FormRequest- oder Policy-Klassen verwenden.","Die Methoden update() (Zeile 1335), destroy() (Zeile 1515) und junk() (Zeile 1627) enthalten keinerlei Berechtigungsprüfung — der Route-Group-Middleware ist ausschließlich 'auth' (Zeile 3994 in routes/web.php). getInquiryPermissions() berechnet canUpdate/canDelete aus der Tabelle user_rolls, gibt diese aber nur über sharedListData() an Views weiter; eine server-seitige Durchsetzung per abort_unless oder Policy existiert nicht. Jeder authentifizierte Nutzer kann somit direkt POST /inquiry_update oder GET /inquiry_delete/{id} aufrufen und beliebige fremde Anfragen ändern oder löschen.",statisch
62,crud,Vertrieb – Aufträge & Rechnungen,hoch,app/Http/Controllers/Customer/Deal/DealInvoiceController.php:202–213,DealInvoice update() und destroy() sind leere Stubs – kein Update/Delete möglich,Die Methoden update() und destroy() enthalten nur einen Kommentar (//). Außerdem fehlen edit() und show() vollständig. Dadurch gibt es für die deal_invoices-Entität kein Bearbeiten und kein Löschen. Mehrfach erstellte oder fehlerhafte Rechnungseinträge können nur direkt per Datenbank korrigiert werden.,"update(), destroy(), show(), edit() implementieren analog zur store()-Methode. Validator mit denselben Regeln wie store() verwenden, für destroy() SoftDelete nutzen (das Modell hat bereits SoftDeletes). Routen für PUT/DELETE in der Routendatei ergänzen.","Die Datei /Users/yamanuri/Documents/ticket/app/Http/Controllers/Customer/Deal/DealInvoiceController.php zeigt exakt an den gemeldeten Zeilen 202-213 leere Stub-Methoden update() und destroy() (nur // als Inhalt); ebenso sind show() (Z. 187) und edit() (Z. 195) funktionslos. Das Modell DealInvoice nutzt tatsaechlich SoftDeletes (Zeile 10 der Modelldatei), und in den Routen existieren keine PUT/DELETE-Eintraege fuer deal_invoices. Der Fund ist in allen Aspekten korrekt und kein Konventions-Stub.",statisch
63,crud,Artikel,hoch,app/Http/Controllers/Product/ProductController.php:1723-1727,"saveDistributorData() fügt Preiszeilen nur ein, ohne bestehende zu löschen → Duplikate","Im Unterschied zur Methode distributorStore() (Zeile 1333: DistributorPrice::where(product_id)->delete() vor Insert) führt saveDistributorData() kein Delete durch, sondern fügt alle empfangenen price[]-Zeilen direkt ein. Mehrfaches Abspeichern derselben Produktpreise erzeugt Duplikat-Einträge in distributor_prices.","Vor dem foreach DistributorPrice::where('product_id', $product->id)->delete() einfügen, oder auf updateOrCreate umstellen (wie in store() Stage 2).","In saveDistributorData() (Zeile 1723-1727) fehlt das Delete vor dem Insert: es wird direkt DistributorPrice::create($price) aufgerufen, während distributorStore() bei Zeile 1333 korrekt DistributorPrice::where('product_id', $product->id)->delete() voranstellt. Mehrfaches Speichern erzeugt nachweislich Duplikat-Einträge; Schweregrad ""hoch"" ist angemessen.",statisch
